Title,Description,Date,Source,Annotation category,Annotation tone
"How Gigi Hadid Really Feels About Taylor Swift, Travis Kelce's Romance","Gigi Hadid is in vigilante mode.
The model recently shut down a report that claimed she wasn't all too fond of the budding romance between close friend Taylor Swift and NFL star Travis Kelce. In...",2023-11-14T13:18:35Z,Eonline.com,Romance,Neutral
Taylor Swift Runs and Kisses Travis Kelce After Buenos Aires Concert,"Now that's a hard launch.
Taylor Swift didn't walk—she ran straight into Travis Kelce's arms after finishing her second Eras tour show in Buenos Aires Nov. 11, meeting the Kansas City Chiefs...",2023-11-12T18:16:56Z,Eonline.com,Romance,Neutral
Travis Kelce’s Mom Donna Spotted at Taylor Swift’s ‘Eras Tour’ Movie,"Long live Donna Kelce. Travis Kelce’s mom, Donna, 71, was spotted watching Taylor Swift’s Eras Tour movie at a Florida movie theater on Sunday, November 12. TikTok user Dannielle Sparks uploaded a video recounting her run-in with Donna, which included a photo…",2023-11-14T19:36:51Z,Us Weekly,Personal Life,Neutral
Travis Kelce Attends First 'Eras Tour' Performance as Taylor Swift's Boyfriend: She References Him in Song & Fans Notice Other Sweet Moments!,"Travis Kelce attended his first Eras Tour performance as Taylor Swift‘s official boyfriend, and we got so many cute moments from the big night! The 34-year-old NFL star cheered on his 33-year-old superstar girlfriend as she took the stage at Estadio River Pla…",2023-11-12T03:50:28Z,Just Jared,Romance,Positive
Taylor Swift Updates “Karma” Lyrics in Nod to Travis Kelce,"As her Buenos Aires concert ended, the singer ran into the arms of the NFL star and gave him a very public smooch.",2023-11-12T17:15:00Z,Vanity Fair,Romance,Neutral
Taylor Swift Scolds Concertgoers for Throwing Things on Stage in Buenos Aires: ‘It Really Freaks Me Out’,"Taylor Swift is reminding fans to not throw things onto the stage at her shows. At least one object made its way toward Swift in Buenos Aires, Argentina, Sunday night (Nov. 12) while she was performing at Estadio River Plate for the Eras Tour concert that had…",2023-11-13T02:14:15Z,Biztoc.com,Performances,Neutral
"All the best Travis Kelce, Taylor Swift moments from singer’s Eras Tour concert in Argentina","From Swift's ""Karma"" lyric change to her post-show smooch with Kelce, here's everything you missed during the athlete's appearance in Buenos Aires.",2023-11-12T18:52:06Z,Page Six,Romance,Neutral
Taylor Swift asks fans not to throw things on stage: “It really freaks me out”,Taylor Swift became the latest artist to request that fans don't throw things on to the stage during live shows.,2023-11-13T13:02:13Z,The FADER,Performances,Neutral
The Taylor Swift phenomenon,How did the 33-year-old pop star build a record-shattering global music empire?,2023-11-12T07:00:51Z,The Week Magazine,Musical Creation,Positive
"Fact Check: Joe Alwyn Furiously Reacts to Taylor Swift Dating Travis Kelce, as Videos Claim?","Videos that surfaced in November 2023 accurately reported that actor Joe Alwyn ""furiously"" reacted to singer Taylor Swift dating football player Travis Kelce.",2023-11-14T21:45:00Z,Snopes.com,Romance,Neutral
"Report: Travis Kelce, Taylor Swift's Parents Expected to Meet at Eagles vs. Chiefs",Travis Kelce and Taylor Swift appear to be taking the next step in their relationship. The parents of the Chiefs tight end and world-renowned…,2023-11-15T20:19:58Z,Bleacher Report,Romance,Neutral
Fact Check: Taylor Swift Was Photographed Eating Ice Cream as Children Cry?,An image shared in November 2023 authentically showed Taylor Swift holding an ice cream cone as children cry beside her.,2023-11-13T21:47:00Z,Snopes.com,Public Image & Media Perception,Negative
Taylor Swift adds two more Wembley Stadium shows to The Eras Tour 2024,Taylor Swift is set to return to the UK for The Eras Tour in 2024. She has just announced two more dates at Wembley Arena in August.,2023-11-14T11:00:00Z,Thelineofbestfit.com,Performances,Neutral
Could Taylor Swift make it to K.C. for Kelce brothers' Super Bowl rematch?,Taylor Swift is currently touring on another continent. Could she make time to jet back to Kansas City for Travis Kelce's big game next week? Here's a breakdown.,2023-11-14T00:01:21Z,Fox Sports,Romance,Neutral
Taylor Swift’s ‘Karma’ Streams Rise After Her Nod to Travis Kelce,Streams and sales for the Midnights hit shot up after the pop star changed a lyric referencing her Kansas City Chiefs boyfriend during Eras Tour stop in Argentina,2023-11-14T23:59:30Z,Rolling Stone,Musical Creation,Neutral
"Taylor Swift embraces Travis Kelce, changes song lyric for him at Argentina concert","Taylor Swift changed one of her song lyrics to reference Travis Kelce and embraced the Chiefs tight end during the opening concert of her ""Eras Tour"" international concert series.",2023-11-13T02:33:07Z,Fox Sports,Romance,Neutral
Travis Kelce records Christmas song with brother Jason. Is duet with Taylor Swift next?,"Travis Kelce is not only dating singer Taylor Swift, he's now a singer himself. The Kansas City Chiefs star and his brother Jason have recorded a Christmas duet.",2023-11-15T19:28:01Z,Los Angeles Times,Romance,Neutral
Taylor Swift-Travis Kelce romance gets more props from Chiefs coach: It's 'a good thing',"Travis Kelce's coach, the Chiefs' Andy Reid, is still getting those Taylor Swift questions: He's 'just glad' Kelce has 'found somebody he likes.' Ditto Taylor.",2023-11-14T17:57:27Z,Los Angeles Times,Romance,Positive
"Video: Travis Kelce, Taylor Swift Embrace at Eras Tour; 'Karma' Lyrics Changed for TE","It appears that the support between Kansas City Chiefs tight end Travis Kelce and superstar singer-songwriter Taylor Swift is a two-way street. Kelce, who is…",2023-11-12T03:55:45Z,Bleacher Report,Romance,Neutral
Taylor Swift spotted kissing Travis Kelce!,"Taylor Swift and Travis Kelce kissing after the Eras Tour in Argentina. pic.twitter.com/FQdTAjDUZ7
— Pop Base (@PopBase) November 12, 2023Time for the internet to have a meltdown. Taylor Swift was seen kissing Travis Kelce after her concert tonight in Buenos…",2023-11-12T05:24:29Z,Livejournal.com,Romance,Neutral
Taylor Swift and Travis Kelce’s Hallmark Movie Performance!,"You have to feel sorry for Travis Kelce on a level. He’s a top NFL player, the leagues best tight end that other top tight ends even say he’s the best tight end to ever play, yet here he is on his days off doing the least masculine thing a man can do, act. Th…",2023-11-13T18:10:49Z,Egotasticsports.com,Romance,Neutral
Taylor Swift Executes Hall-of-Fame Worthy 10-Yard Dash Into Travis Kelce’s Arms,Let's go to the post-game tape.,2023-11-13T17:57:44Z,Vanity Fair,Romance,Neutral
"Travis Kelce, the Guy on the Chiefs, Dishes on His Trip to Argentina with Taylor Swift",Comin’ straight home to her (and making her dad a Chiefs fan while he’s at it).,2023-11-15T16:46:34Z,Vanity Fair,Romance,Neutral
Travis Kelce Talks About His ‘Guy On The Chiefs’ Shoutout From Taylor Swift In Argentina And Eras Tour Experience,"The Kansas City Chiefs had their bye week last week after playing overseas in Germany and Travis Kelce used his time off to visit his girlfriend, Taylor Swift, in Buenos Aires, Argentina where she was performing a leg of her Eras Tour. On the latest episode o…",2023-11-15T16:15:06Z,BroBible,Romance,Neutral
Tickets to see Taylor Swift ‘Eras Tour’ in Brazil are shockingly cheap,These are the lowest priced Swift seats since the tour began in March.,2023-11-14T15:25:50Z,New York Post,Performances,Neutral
"Marvel President Addresses Harry Styles' Return to Franchise, Taylor Swift 'Deadpool 3' Rumors","What are the chances of Harry Styles returning to the Marvel Cinematic Universe and Taylor Swift joining it? Marvel president Kevin Feige just addressed both rumors! If you forgot, the 29-year-old “Watermelon Sugar” superstar made his introduction to the MCU …",2023-11-12T00:03:47Z,Just Jared,Industry-specific Impact,Neutral
Gracie Abrams Reveals She & Taylor Swift 'Screamed at Each Other Over Text' About Their Grammy Nominations,"Gracie Abrams is opening up about how she and Taylor Swift reacted to their Grammy nominations! On Friday (November 10), the 24-year-old singer-songwriter was nominated for Best New Artist, and the 33-year-old Grammys veteran received six nominations in major…",2023-11-12T00:01:39Z,Just Jared,Personal Life,Neutral
Hilarie Burton Predicts Taylor Swift & Travis Kelce Will Be 'Engaged by May',"Hilarie Burton is making a big prediction about Taylor Swift and Travis Kelce! On Saturday night (November 11), the 34-year-old pro football player attended his first Eras Tour show as the 33-year-old “Blank Space” singer’s boyfriend. During the show, Taylor …",2023-11-13T00:24:57Z,Just Jared,Romance,Neutral
Travis Kelce Reacts to Taylor Swift Changing the Lyrics of 'Karma' to Reference Him,"Travis Kelce is definitely feeling surprised! The 34-year-old Kansas City Chiefs tight end attended girlfriend Taylor Swift‘s Eras Tour stop in Buenos Aires’ Estadio River Plate in Argentina on Saturday (November 11), where she changed the lyrics to her song,…",2023-11-12T16:30:00Z,Just Jared,Romance,Neutral
"Taylor Swift Gets Dinner With Gracie Abrams, Hours After Arriving Back in NYC From Argentina! (Photos)",Taylor Swift and Gracie Abrams just grabbed dinner together and they definitely had something to celebrate – their Grammy nominations! The 33-year-old “Cruel Summer” singer and the 24-year-old “”I Know It Won’t Work” singer were seen leaving a meal at Freeman…,2023-11-14T04:11:18Z,Just Jared,Personal Life,Neutral
Antoni Porowski Shares First Public Comments on Friend Taylor Swift Dating Travis Kelce,"Antoni Porowski is speaking out about his friend Taylor Swift‘s new romance with Travis Kelce! The 39-year-old Queer Eye star joined the 33-year-old superstar at a Kansas Chiefs game last month to cheer on the football star. Now, Antoni is revealing what he t…",2023-11-15T02:18:47Z,Just Jared,Romance,Neutral
"John Mayer's Famous Exes Include Taylor Swift, Jennifer Aniston & More: Full Dating History Revealed!","We’re taking a look back at John Mayer‘s love life! Back in November 2022, the 45-year-old “Free Fallin’” singer sparked romance rumors with this 22-year-old actress after they reportedly spent over four hours together “hanging out” at a restaurant. PHOTOS: C…",2023-11-13T07:50:36Z,Just Jared,Romance,Neutral
"Taylor Swift Surprises 'DWTS' Cast, Sends Message of Support for Her Music-Themed Episode!",Taylor Swift made a surprise appearance on Dancing With the Stars on Tuesday night (November 15) via a pre-recorded video message! The 33-year-old entertainer appeared on the screen in the ballroom surprising the dancers and viewers ahead of the upcoming “A C…,2023-11-15T21:30:30Z,Just Jared,Personal Life,Neutral
Taylor Swift appears out of breath at Rio concert,Video showed the singer gasping for air in between songs during her performance in the stifling heat.,2023-11-19T17:32:26Z,BBC News,Performances,Neutral
"Biden turns 81, pardons turkeys, confuses Taylor Swift with Britney Spears","""That's a big bird, man. I'm impressed"" Biden said during the ceremony where he confused Britney Spears and Taylor Swift.",2023-11-20T19:15:27Z,Business Insider,Public Image & Media Perception,Neutral
Taylor Swift ‘Devastated’ After Fan Dies Before Eras Tour Show in Brazil,"“I can’t believe I’m writing these words but it is with a shattered heart that I say we lost a fan earlier tonight before my show,” Swift wrote in a statement",2023-11-18T10:50:27Z,Rolling Stone,Public Image & Media Perception,Neutral
Taylor Swift Postpones Rio Concert Amid Safety Concerns Following Fan’s Death,"Taylor Swift took to social media on Saturday evening to announce that she was postponing her concert, amid concerns over safety.",2023-11-19T13:07:57Z,Time,Public Image & Media Perception,Neutral
Taylor Swift gets 'heavenly' welcome from Christ the Redeemer,The famous statue in Rio de Janeiro is illuminated as the global pop sensation arrives on her Eras tour.,2023-11-17T17:03:39Z,BBC News,Performances,Neutral
Taylor Swift postpones Rio de Janeiro concert after death of fan,The US pop star says she is putting safety first after temperatures in the Brazilian city reached 39.1C.,2023-11-18T22:22:23Z,BBC News,Performances,Neutral
"Taylor Swift 'overwhelmed by grief,' postpones Rio show after fan dies during Eras Tour concert","Taylor Swift postponed an Eras Tour concert in Rio de Janeiro Saturday after a 23-year-old fan died during her Friday night show, according to a message posted on the singer's Instagram.",2023-11-18T22:58:39Z,CBC News,Public Image & Media Perception,Neutral
The Taylor Swift Info War,"Over the weekend, Taylor Swift played a long-awaited string of concerts in Brazil. And it was, by all accounts, a disaster.",2023-11-20T19:20:13Z,Garbageday.email,Performances,Neutral
Drake shouts out Taylor Swift on surprise release,"Well, it looks like Drake’s tummy isn’t hurting so much anymore. Just weeks after announcing he’d be taking an extended break from music to deal with some health complications—specifically the fact that he’d been having “the craziest problems for years with […",2023-11-17T15:44:09Z,The A.V. Club,Personal Life,Neutral
Taylor Swift Fan Dies at Rio de Janeiro Concert During Heat Wave,"The pop star stopped the show twice to ask the venue to hand out more water, at times taking it upon herself to throw bottles to fans",2023-11-18T15:27:29Z,Pitchfork,Public Image & Media Perception,Neutral
Taylor Swift Fan Dies of Cardiac Arrest After Attending Rio Eras Tour,"Buda Mendes/TAS23
Late Friday night, Taylor Swift made a devastating announcement via her Instagram story: a fan in attendance at the first date of her 3-night Eras Tour engagement in Rio de Janeiro, Brazil had passed away. “I can’t believe I’m writing these…",2023-11-18T14:20:11Z,Daily Beast,Public Image & Media Perception,Neutral
Taylor Swift Seemingly Struggles to Breathe During Brazil Concert,"Taylor Swift was seemingly gasping for air during her sweltering hot concert in Brazil, freaking out some of her fans. The pop superstar performed for hours in nearly 100-degree heat Friday night at Estadio Nilton Santos stadium in Rio de Janeiro…",2023-11-19T14:02:09Z,TMZ,Performances,Neutral
Taylor Swift Mourns Fan Who Died Before Rio Concert,"Taylor Swift has been on the international leg of The Eras Tour. On Friday night, she performed in Rio de Janeiro, Brazil at the Nilton Santos stadium. Many fans fell ill due to the heatwave, with a heat index of 140° Fahrenheit, and one concertgoer died of c…",2023-11-18T15:10:47Z,Stereogum,Public Image & Media Perception,Neutral
Taylor Swift fan dies at Rio de Janeiro leg of Eras Tour,23-year-old Ana Clara Benevides died of caridac arrest while attending a Taylor Swift show at Rio's Nilton Santos stadium on November 17. Swift postponed the following night's show amid safety concerns as record heats were recorded in the Brazilian city.,2023-11-20T12:58:25Z,The FADER,Public Image & Media Perception,Neutral
"Taylor Swift postpones Brazil concert after fan dies amidst ""extreme temperatures""","Taylor Swift has announced that she’s postponing a concert scheduled for tonight in Rio de Janeiro, after a fan died after attending her concert on Friday night in the city. Rio is currently experiencing record heat waves that have generated a heat index (i.e…",2023-11-19T01:12:00Z,The A.V. Club,Public Image & Media Perception,Neutral
Taylor Swift Mourns After Death of Her Fan at Brazil Concert,"Taylor Swift is grieving over the death of a concertgoer in Brazil ... saying the tragedy has left her devastated with a ""shattered heart."" The pop star took to Instagram and posted a heartfelt letter after her Friday night ""Eras Tour"" show at…",2023-11-18T13:05:09Z,TMZ,Public Image & Media Perception,Neutral
"Taylor Swift, Travis Kelce Full Steam Ahead With Holiday Plans, Talking Christmas",Taylor Swift and Travis Kelce are looking to get into the Christmas spirit as a couple ... we're told they're moving forward with plans to be together for the holidays. Sources close to the couple tell TMZ ... Taylor and Travis are trying to work…,2023-11-20T09:00:44Z,TMZ,Romance,Neutral
Taylor Swift Gets Emotional After Returning to Stage in Brazil Amid Fan’s Death,Taylor Swift returned to the stage in Brazil after a hiatus due to the sizzling heat -- and seemingly paid tribute to a fan who recently died at one of her shows. The pop superstar put on an emotional performance Sunday at Estadio Nilton Santos…,2023-11-20T14:07:18Z,TMZ,Public Image & Media Perception,Neutral
"Travis Kelce Praises 'Genius' Taylor Swift, She's 'F***ing Mind-Blowing'",Travis Kelce's love for Taylor Swift is much deeper than her looks and musical talent ... the NFL superstar says he's fascinated by her brain and learning new things from her every day. The Kansas City Chiefs tight end opened up on his relationship…,2023-11-20T18:01:14Z,TMZ,Romance,Positive
"Taylor Swift Postpones 2nd Brazil Show Amid Fan Death, Scorching Heat","Taylor Swift is postponing her second show in Brazil this weekend after a fan died the day prior and amid scorching temperatures there in the city that she deems too dangerous. The pop star announced the decision Saturday, not long before she was…",2023-11-18T20:57:48Z,TMZ,Public Image & Media Perception,Neutral
Taylor Swift Compared to 'Barbie' After Heel Mishap at Brazil Show,"Taylor Swift is a real-life Barbie doll, straight from the big screen, 'cause she mimicked something Margot Robbie did in the film ... and, for a moment, she had all eyes on her heels and feet. The singer was performing Monday night in Rio de…",2023-11-21T15:45:46Z,TMZ,Performances,Positive
AEW's Tony Khan Takes Credit for Taylor Swift Eras Tour London Shows,"Comrades, connoisseurs of the squared circle and the catchy pop hook alike, gather 'round! It is I, your El Presidente, coming to you live from a lavish banquet inside the gilded halls of my secret volcanic lair. Today, we toast to strategic alliances and ser…",2023-11-19T07:23:08Z,Bleeding Cool News,Performances,Neutral
Watch Taylor Swift Debut ‘Bigger Than the Whole Sky’ in Rio,Taylor Swift live debuted ‘Bigger Than the Whole Sky’ at her Eras Tour concert in Rio de Janeiro on Sunday night.,2023-11-20T11:19:29Z,Rolling Stone,Performances,Neutral
"See Taylor Swift Debut ‘Suburban Legends,’ Unearth ‘Stay Beautiful’ at Rio Show","Taylor Swift dug out another pair of deep cuts in Rio De Janeiro Friday as the singer performed ""Suburban Legends"" and ""Stay Beautiful.""",2023-11-18T14:04:32Z,Rolling Stone,Performances,Neutral
The Taylor Swift Effect,These activated communities can have a huge impact on sales and businesses.,2023-11-21T19:14:27Z,Forbes,Industry-specific Impact,Neutral
Taylor Swift Postpones Saturday Night's 'Eras Tour' Show in Rio Due to Extreme Temperatures,"Sad news for Swifties. On Saturday afternoon (November 18), Taylor Swift announced that she was postponing her Eras Tour show scheduled for later that night in Rio de Janeiro, Brazil due to the extreme temperatures. Keep reading to find out more… “I’m writing…",2023-11-18T20:55:23Z,Just Jared,Performances,Neutral
"Taylor Swift fan dies at Rio concert as fans complain about high temps, lack of water...",A 23 year-old Taylor Swift fan has died at the singer’s Eras Tour concert in Rio de Janeiro. The show’s organizers in Brazil said in a statement Saturday morning that Ana Clara Benevides Machado was attended by paramedics during the show and taken to a hospit…,2023-11-18T14:49:37Z,Associated Press,Public Image & Media Perception,Neutral
Taylor Swift Fan Dies From Heat at The Eras Tour in Brazil,"Tonight at The Eras Tour in Brazil, Rio, before Taylor performed, a fan named Ana passed away from heatstroke. It was over 100 degrees and fans were not allowed to bring water into the stadium. Taylor's team passed out water and Taylor herself directed water …",2023-11-18T06:59:13Z,Livejournal.com,Public Image & Media Perception,Neutral
Taylor Swift Music “Punted” From Philly Radio Station Until After Eagles-Chiefs Game,Listeners of Philadelphia’s Q102 won’t be hearing any Taylor Swift music this weekend: The popular radio station says the city’s football team needs no distractions prior to its game against the Kansas City Chiefs (and Swift beau Travis Kelce) Monday night. “…,2023-11-17T16:53:31Z,Deadline,Romance,Neutral
Taylor Swift Blocks The Beatles From Hitting No. 1,"The Beatles had two albums looking to hit No. 1 in the U.K., but neither of them could compete with Taylor Swift's '1989 (Taylor's Version).'",2023-11-17T18:20:12Z,Forbes,Musical Creation,Neutral
Drake Honors Taylor Swift With His New Song ‘Red Button’,"Drake raps about Taylor Swift on his new song ""Red Button,"" which is featured as part of his just-released Scry Hours 3 collection.",2023-11-17T13:45:47Z,Forbes,Personal Life,Positive
"Taylor Swift postpones Brazil show due to heat, day after fan dies during concert","Taylor Swift postponed an Eras Tour concert in Rio de Janeiro Saturday after a 23-year-old fan died during her Friday night show, according to a message posted on the singer's Instagram.",2023-11-19T06:54:53Z,NPR,Public Image & Media Perception,Neutral
Taylor Swift “Shattered” By Loss Of Fan In Front Row Before Her Concert In Rio,"Taylor Swift has penned an emotional tribute to a young female fan, who died before her Eras show in Rio de Janeiro on Friday evening. On her Instagram account, the solo superstar wrote of her devastation about the loss of the 23-year-old woman – named as Ana…",2023-11-18T11:13:16Z,Deadline,Public Image & Media Perception,Neutral
Taylor Swift Postpones Saturday Show in Rio In Wake Of Fan Death,"Taylor Swift has postponed her Saturday night concert in Rio de Janeiro because of extreme temperatures in the city. The move comes a day after a fan died at her first Eras Tour show in the city. “The safety and well-being of my fans, fellow performers, and c…",2023-11-18T21:17:09Z,Deadline,Public Image & Media Perception,Neutral
Live Nation/Ticketmaster Subpoenaed By Senate Subcommittee Investigating Hefty Prices For Taylor Swift And Other Concerts,"A Senate subcommittee has subpoenaed Live Nation/Ticketmaster, demanding documents as part of an investigation into exorbitant ticket prices for Taylor Swift, Bruce Springsteen and other concerts. Sen. Richard Blumenthal (D-CT), who chairs the Permanent Subco…",2023-11-20T23:13:08Z,Deadline,Performances,Neutral
Rachel Zegler Recalls Having Food Poisoning & a 'Mental Breakdown' at Taylor Swift's 'Eras Tour',"Rachel Zegler is opening up about her love for Taylor Swift and her emotional night at the Eras Tour show in New Jersey. On Thursday (November 16), the Hunger Games star appeared on The Tonight Show and revealed that she had food poisoning at Taylor‘s first E…",2023-11-18T18:50:08Z,Just Jared,Performances,Neutral
Father of Taylor Swift Fan Pays Tribute After Daughter Died at 'Eras Tour',"The father of Ana Clara Benevides Machado, the Taylor Swift fan who died before the debut Eras Tour concert in Brazil, has broken his silence on her death. “I lost my only daughter, a happy and intelligent girl,” Weiny Machado told local newspaper Folha de Sã…",2023-11-19T19:04:29Z,Us Weekly,Public Image & Media Perception,Neutral
Why Taylor Swift Is Missing the Chiefs vs. Eagles Game,"Taylor Swift is rooting for her football hero from afar.
The pop superstar originally planned to jet out from Brazil during a break on her sold-out Eras Tour to catch Travis Kelce's Kansas City...",2023-11-21T00:00:40Z,Eonline.com,Romance,Neutral
"Cara Delevingne Says Taylor Swift-Travis Kelce Romance Is ""Different""","Everything has changed since Taylor Swift started dating Travis Kelce.
After all, the pop superstar's friend Cara Delevingne believes her budding romance with the Kansas City Chiefs tight end is...",2023-11-20T21:51:00Z,Eonline.com,Romance,Positive
Taylor Swift “Devastated” After Fan Dies at Her Brazil Concert,"Taylor Swift is mourning the death of a fan who died at her Eras tour concert in Rio de Janeiro.
On Nov. 17, Ana Clara Benevides Machado was rushed to a hospital for treatment after falling ill...",2023-11-18T19:43:28Z,Eonline.com,Public Image & Media Perception,Neutral
Taylor Swift postpones Brazil Eras tour following death of fan,"Taylor Swift began the South American leg of her Eras Tour last weekend in Argentina. The next day, Travis Kelce flew down to see her and Taylor ended up rain-checking that night’s show due to, well, rain. She said on Twitter “I love a rain show but I’m never…",2023-11-20T12:15:51Z,Celebitchy.com,Public Image & Media Perception,Neutral
Taylor Swift Performs Grief Ballad “Bigger Than the Whole Sky” Days After Concert Death Of Fan Ana Clara Benevides Machado,"At her Rio de Janeiro concert Sunday night, Taylor Swift performed a deep album cut about grief, “Bigger Than the Whole Sky,” just two days after the tragic death of fan Ana Clara Benevides Machado. The 23-year-old Benevides Machado died Friday after falling …",2023-11-20T17:39:02Z,Deadline,Public Image & Media Perception,Neutral
"Netflix Is Removing 38 Titles in December 2023, Including a Taylor Swift Tour Movie & 'Love Actually'","Netflix has just released the full list of movies and television shows being removed from the streaming service in December 2023. This list includes lots of fan favorite titles from actors like Tom Cruise and Leonardo DiCaprio. In fact, all of Tom‘s Mission: …",2023-11-21T16:09:48Z,Just Jared,Performances,Neutral
All The Ways Taylor Swift Made History At The 2023 Billboard Music Awards,"Taylor Swift is now tied for the most Billboard Music Award wins in history with Drake, as both artists came out on top in several categories at the 2023 ceremony.",2023-11-20T15:59:06Z,Forbes,Musical Creation,Neutral
Biden Confuses Taylor Swift With Britney Spears After Joking About His Age On His 81st Birthday,Biden quipped about “turning 60” during the White House annual Thanksgiving turkey pardon Monday.,2023-11-20T20:40:32Z,Forbes,Public Image & Media Perception,Neutral
"Drake Is Not Only Competing Against Taylor Swift, He’s Leveraging Her Name For Another Hit","Drake name-dropped Taylor Swift on his new song ""Red Button,"" which is featured on the Scary Hours edition of his album For All The Dogs. That's a smart move on his part.",2023-11-21T14:00:00Z,Forbes,Personal Life,Neutral
Watch: Taylor Swift helps dehydrated fans after she finds out the audience was not allowed to bring in water,It became evident that the stadium had not adequately prepared for the hydration needs of thousands of fans gathered there.,2023-11-21T04:14:18Z,The Indian Express,Public Image & Media Perception,Neutral
Travis Kelce Spills on ‘Mind-Blowing’ Taylor Swift Romance,"Gotham/GC Images
Kansas City Chiefs tight end Travis Kelce—who at this point is as much America’s Sweetheart as his new girlfriend, Taylor Swift—served the Swifties well on Monday with a revealing Wall Street Journal cover story (and an accompanying, super s…",2023-11-20T19:09:23Z,Daily Beast,Romance,Neutral
Taylor Swift Debuts Grief-Stricken Ballad Live After Fan’s Death,"TAS2023 Via Getty Images
Taylor Swift got back to business on Sunday, resuming her Eras Tour in Rio de Janeiro, Brazil, after a succession of disasters and delays. On Friday night, a Swift fan passed away at a local hospital after falling ill at Nilton Santo…",2023-11-20T16:51:44Z,Daily Beast,Public Image & Media Perception,Neutral
Brasil Welcomes Taylor Swift with Projection on Christ the Redeemer,"Rio de Janeiro's mayor said that the city would ""properly honor"" Swift with the projection, and compared her to Michael Jackson.
Brasil Welcomes Taylor Swift with Projection on Christ the Redeemer
Jo Vito",2023-11-17T17:38:42Z,Consequence.net,Performances,Positive
"Biden Struggles Through Incomprehensible Joke About Taylor Swift, Britney Spears, and Brazil at Turkey Pardoning",President Joe Biden struggled through an incomprehensible joke about Taylor Swift’s concert in Rio de Janeiro during the turkey pardoning ceremony at the White House on Monday after a woman died due to the heat at Swift’s performance there on Friday night. Bi…,2023-11-20T18:04:08Z,Biztoc.com,Public Image & Media Perception,Neutral
Fan dies at Taylor Swift show in sweltering Rio de Janeiro,"A young Brazilian fan of U.S. singer Taylor Swift died in Rio de Janeiro on Friday night after falling ill inside the superstar's sweltering concert venue amid a record-breaking heatwave across large swathes of Brazil. Ana Clara Benevides, 23, became unwell a…",2023-11-18T14:50:07Z,Biztoc.com,Public Image & Media Perception,Neutral
Taylor Swift Postpones Rio Show Due to ‘Extreme Temperatures’ Day After Fan Dies,"Taylor Swift has postponed Saturday’s concert in Brazil in the wake of “extreme temperatures.” Swift announced the news in an Instagram Story. The city has been plagued by high temperatures and heat indexes that have soared to 130 degrees. On Friday, 23-year-…",2023-11-18T21:04:09Z,Biztoc.com,Public Image & Media Perception,Neutral
"Jake From State Farm Says Why Taylor Swift ""Belongs"" With Travis Kelce","For Jake From State Farm, Taylor Swift and Travis Kelce's love story is straight out of his wildest dreams.
""It's the sweetest thing ever,"" the insurance company spokesmodel Kevin Miles told E!...",2023-11-17T21:21:00Z,Eonline.com,Romance,Positive
"Billboard Music Awards 2023 Complete Winners List: Taylor Swift, Morgan Wallen Take Top Trophies; Karol G, Peso Pluma, Zach Bryan, Fuerza Regida Also Triumph","It was a big night for Taylor Swift and Morgan Wallen at the 2023 Billboard Music Awards as they both took the most trophies. Swift won in categories like Top Artist, Top Female Artist, Top Hot 100 Songwriter, Top Country Female Artist and Top Selling Song fo…",2023-11-20T04:36:48Z,Deadline,Musical Creation,Neutral
Taylor Swift Changes Plans and Skipping Monday's Chiefs Game,The singer had been expected to cheer boyfriend Travis Kelce on in the matchup between the Kansas City Chiefs and the Philadelphia Eagles.,2023-11-19T17:06:26Z,Vanity Fair,Romance,Neutral
Taylor Swift Returns to the Stage With Moving Tribute After Fan Died,"Taylor Swift shared a tearful moment with the crowd at her latest concert.
The Grammy winner returned to the stage in Rio de Janeiro on Nov. 19, where she performed ""Bigger Than the Whole Sky"" as...",2023-11-20T13:44:33Z,Eonline.com,Performances,Neutral
Travis Kelce Reveals How His Love Story With Taylor Swift Really Began,"Travis Kelce is filling in the blank spaces of his relationship with Taylor Swift.
While the Kansas City Chiefs tight end and the Grammy winner have taken their romance public in recent months,...",2023-11-20T16:59:03Z,Eonline.com,Romance,Neutral
Travis Kelce gives Taylor Swift a ‘shout-out’ ahead of her Eras Tour concerts in Brazil,"The Kansas City Chiefs tight end addressed a running joke that Swift ""put him on the map"" during Friday's episode of his ""New Heights"" podcast.",2023-11-17T22:29:20Z,Page Six,Romance,Neutral
Taylor Swift postpones second Brazil Eras Tour show after fan’s death due to ‘extreme temperatures’,"""The safety and well-being of my fans, fellow performers and crew always has to come first,"" the Grammy winner wrote in a message to fans on social media.",2023-11-18T21:31:50Z,Page Six,Public Image & Media Perception,Neutral
Biden Confuses Taylor Swift With Britney Spears in Awkward Turkey Pardon Moment,"Leah Millis/Reuters
In a lighthearted pre-Thanksgiving ceremony where Joe Biden granted pardons to turkeys Liberty and Bell at the White House on Monday, the president (gasp!) appeared to confuse Taylor Swift with Britney Spears. In a reference to the more t…",2023-11-20T20:51:28Z,Daily Beast,Public Image & Media Perception,Neutral
Taylor Swift Mourns Fan Who Died Before Brazil Concert,"""I can't believe I'm writing these words but it is with a shattered heart that I say we lost a fan earlier tonight before my show,"" Swift wrote in a handwritten statement Swift's show coincided with a heat wave in Brazil, with Folha reporting that the ""feels-…",2023-11-18T07:44:48Z,Metafilter.com,Public Image & Media Perception,Neutral
